id,round,image_id,caption,question_id,question,answer_id,answer
1589,3,100305,3 red double decker buses parked next to each other,28360,day or night,32253,day
1589,4,100305,3 red double decker buses parked next to each other,1870,is it sunny,4754,yes
1589,5,100305,3 red double decker buses parked next to each other,18851,are the upper decks open or covered,34411,covered
1589,6,100305,3 red double decker buses parked next to each other,23004,anyone in the buses,4754,yes
1589,7,100305,3 red double decker buses parked next to each other,41914,does it look like london,33151,yes maybe
1589,8,100305,3 red double decker buses parked next to each other,28777,any markings on the bus,4754,yes
1589,9,100305,3 red double decker buses parked next to each other,23733,do you see the driver,4754,yes
1589,10,100305,3 red double decker buses parked next to each other,44210,any buildings in sight,4754,yes
1590,1,322624,a clock on the peak of a stone wall,37001,is this outdoors,4754,yes
1590,2,322624,a clock on the peak of a stone wall,29911,are there people,15736,no
1590,3,322624,a clock on the peak of a stone wall,12354,is it daytime,4754,yes
1590,4,322624,a clock on the peak of a stone wall,39385,is the sky visible,4754,yes
1590,5,322624,a clock on the peak of a stone wall,40707,are there clouds,15736,no
1590,6,322624,a clock on the peak of a stone wall,2953,is the road visible,15736,no
1590,7,322624,a clock on the peak of a stone wall,21374,is the camera angled up,4754,yes
1590,8,322624,a clock on the peak of a stone wall,9817,are there cars visible,15736,no
1590,9,322624,a clock on the peak of a stone wall,19375,does the building look old,4754,yes
1590,10,322624,a clock on the peak of a stone wall,5298,is the time visible,4754,yes
1591,1,61752,an unmade bed with side table and lamps,32421,are the beds in a bedroom,4754,yes
1591,2,61752,an unmade bed with side table and lamps,43028,is it well lit,15180,not really
1591,3,61752,an unmade bed with side table and lamps,28658,what color are the sheets,33403,white
1591,4,61752,an unmade bed with side table and lamps,25482,are they clean,22789,they look it
1591,5,61752,an unmade bed with side table and lamps,8883,is there only 1 bed,4754,yes
1591,6,61752,an unmade bed with side table and lamps,4329,what size is it,1616,"queen, maybe"
1591,7,61752,an unmade bed with side table and lamps,25559,how many lamps are there,9421,2
1591,8,61752,an unmade bed with side table and lamps,10145,what color are they,3466,grey
1591,9,61752,an unmade bed with side table and lamps,7549,are they on or off,32425,1 is on
1591,10,61752,an unmade bed with side table and lamps,40006,is the side table made of wood,2312,i can't really tell
1592,1,388351,a person plays tennis on a tennis court with other people,26650,is the person a male,8656,1 maybe i can see 3
1592,2,388351,a person plays tennis on a tennis court with other people,17774,what color is the tennis court,4557,green with white lines
1592,3,388351,a person plays tennis on a tennis court with other people,17472,is there 1 main person in focus,13460,there is 1 person in the foreground but 0 are easy to see
1592,4,388351,a person plays tennis on a tennis court with other people,15368,are the people midplay or standing around,22491,"2 are midplay, 1 is picking up a ball"
1592,5,388351,a person plays tennis on a tennis court with other people,34949,are they wearing actual tennis uniforms,15736,no
1592,6,388351,a person plays tennis on a tennis court with other people,32791,can you tell the ages,34540,i would guess 20s to 30s
1592,7,388351,a person plays tennis on a tennis court with other people,41493,what is the weather like,20977,cloudy but dry
1592,8,388351,a person plays tennis on a tennis court with other people,37313,do the people look happy,30199,i can't see any of their faces
1592,9,388351,a person plays tennis on a tennis court with other people,2393,are there cars,15736,no
1592,10,388351,a person plays tennis on a tennis court with other people,19981,what else is in the background,28006,"palm trees, a mountain, 1 house"
1593,1,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,12439,is the toaster oven huge,12517,yes it is
1593,2,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,4594,what color is the bowl,10607,brown bowl
1593,3,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,7997,what fruits are visible,33121,apples red and green and oranges
1593,4,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,35644,are there many strawberries,13982,4
1593,5,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,43258,are the strawberries on a plate,23621,yes they are
1593,6,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,37967,what color,33403,white
1593,7,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,19532,is the counter white,32568,marbled white
1593,8,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,24171,is this in the kitchen,4754,yes
1593,9,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,25915,is the place well lit,12517,yes it is
1593,10,82841,a toaster oven on a counter next to a bowl of fruit and chocolate-covered strawberries,13799,are there people around,32559,no people
1594,1,47132,the blue utility truck is parked in front of the gas station,32777,what kind of truck is it,698,concrete truck
1594,2,47132,the blue utility truck is parked in front of the gas station,10442,is it a dark blue,11187,kind of like a sky blue
1594,3,47132,the blue utility truck is parked in front of the gas station,34747,is it daytime in the photo,4754,yes
1594,4,47132,the blue utility truck is parked in front of the gas station,38040,are there any people,15736,no
1594,5,47132,the blue utility truck is parked in front of the gas station,23588,is the truck needing gas,9917,it doesn't appear to be near the gas pumps
1594,6,47132,the blue utility truck is parked in front of the gas station,17186,is there a store with the gas station,4754,yes
1594,7,47132,the blue utility truck is parked in front of the gas station,25621,is it a big store,26416,no more like a convenience store
1594,8,47132,the blue utility truck is parked in front of the gas station,7109,what color is it,15661,the building has a red awning and stone front
1594,9,47132,the blue utility truck is parked in front of the gas station,5005,are there more cars parked at the store,20146,i can see 1 other
1594,10,47132,the blue utility truck is parked in front of the gas station,34954,can you see anyone inside,15736,no
1595,1,483532,a workstation with a laptop and an extra monitor,6973,how many workstation is there,24610,1
1595,2,483532,a workstation with a laptop and an extra monitor,10636,how many monitors are there,9421,2
1595,3,483532,a workstation with a laptop and an extra monitor,14672,is there a mouse,4754,yes
1595,4,483532,a workstation with a laptop and an extra monitor,44481,is there a keyboard,4754,yes
1595,5,483532,a workstation with a laptop and an extra monitor,41389,is it day time or night,17773,not sure
1595,6,483532,a workstation with a laptop and an extra monitor,37870,do you see any windows,15736,no
1595,7,483532,a workstation with a laptop and an extra monitor,13799,are there people around,15736,no
1595,8,483532,a workstation with a laptop and an extra monitor,14232,is there any chairs,15736,no
1595,9,483532,a workstation with a laptop and an extra monitor,11664,do you see a door,15736,no
1595,10,483532,a workstation with a laptop and an extra monitor,16435,what color is the workstation,28505,grey and black
1596,1,542850,2 giraffes bent down eating grass in a field,34027,are the giraffes adults,4754,yes
1596,2,542850,2 giraffes bent down eating grass in a field,418,do you see a fence,612,yes in the distance
1596,3,542850,2 giraffes bent down eating grass in a field,27991,how about trees,4569,same but only the base of the trees are visible
1596,4,542850,2 giraffes bent down eating grass in a field,13799,are there people around,15736,no
1596,5,542850,2 giraffes bent down eating grass in a field,15741,other animals,34787,only the giraffes
1596,6,542850,2 giraffes bent down eating grass in a field,27297,is the grass tall,33063,not too tall
1596,7,542850,2 giraffes bent down eating grass in a field,40600,can you see any of the sky,15736,no
1596,8,542850,2 giraffes bent down eating grass in a field,30234,does the weather appear to be nice,15537,"it seems decent maybe cloudy, from the shade"
1596,9,542850,2 giraffes bent down eating grass in a field,210,do the giraffes appear to be alert or afraid,30758,they seem to be just chilling out
1596,10,542850,2 giraffes bent down eating grass in a field,25434,is this a large field,30719,"maybe, it's hard to tell"
1597,1,201689,an empty trolley is driving down the street with another 1 in the background,1194,is this in a city,4754,yes
1597,2,201689,an empty trolley is driving down the street with another 1 in the background,12003,is day or night,32253,day
1597,3,201689,an empty trolley is driving down the street with another 1 in the background,1870,is it sunny,4754,yes
1597,4,201689,an empty trolley is driving down the street with another 1 in the background,37510,can you see the trolley driver,15736,no
1597,5,201689,an empty trolley is driving down the street with another 1 in the background,34453,what color is the trolley,25000,red and white
1597,6,201689,an empty trolley is driving down the street with another 1 in the background,10953,does it have advertising on it,4754,yes
1597,7,201689,an empty trolley is driving down the street with another 1 in the background,40763,can you read the advertising,15736,no
1597,8,201689,an empty trolley is driving down the street with another 1 in the background,20350,are there people on the street,15736,no
1597,9,201689,an empty trolley is driving down the street with another 1 in the background,29714,are there any street signs on the street,4754,yes
1597,10,201689,an empty trolley is driving down the street with another 1 in the background,36199,do you see any trees,4754,yes
1598,1,556272,the young man is on the tennis court about ready to hit the ball,22347,how many people in the photograph,14625,just 1
1598,2,556272,the young man is on the tennis court about ready to hit the ball,901,how old is the man you see on the tennis court,520,i think it's a teenager
1598,3,556272,the young man is on the tennis court about ready to hit the ball,40785,is he wearing basketball shorts,33765,i can't really tell the picture is so dark
1598,4,556272,the young man is on the tennis court about ready to hit the ball,42856,is the photograph taken at night,28231,i think so
1598,5,556272,the young man is on the tennis court about ready to hit the ball,23564,are there any street lights on,16301,i see no lights
1598,6,556272,the young man is on the tennis court about ready to hit the ball,1637,can you see the color of his racket,11338,"other than it's dark color, no"
1598,7,556272,the young man is on the tennis court about ready to hit the ball,18066,does he have a tennis ball in his hand,29443,no it's in midair
1598,8,556272,the young man is on the tennis court about ready to hit the ball,15813,is the racket in his right hand,4754,yes
1598,9,556272,the young man is on the tennis court about ready to hit the ball,1413,is his right hand up in the air or point down,29140,it's down
1598,10,556272,the young man is on the tennis court about ready to hit the ball,6623,do you see the nets in the picture,15736,no
1599,1,547737,a baseball player swinging a baseball bat and missing,29194,do you see other people,16144,yes there is another person
1599,2,547737,a baseball player swinging a baseball bat and missing,37001,is this outdoors,31608,yes it is outside
1599,3,547737,a baseball player swinging a baseball bat and missing,1774,do you see the field,21626,yes i see the field
1599,4,547737,a baseball player swinging a baseball bat and missing,24710,is this a daytime,21998,"yes, it's in the morning"
1599,5,547737,a baseball player swinging a baseball bat and missing,1870,is it sunny,15247,can't tell the sky isn't showing
1599,6,547737,a baseball player swinging a baseball bat and missing,12625,is the man wearing a uniform,3584,yes the men is wearing a uniform
1599,7,547737,a baseball player swinging a baseball bat and missing,9058,what color is the uniform,32083,white with black vertical stripes
1599,8,547737,a baseball player swinging a baseball bat and missing,29664,does the uniform has a number,18775,"yes, the uniform has a number"
1599,9,547737,a baseball player swinging a baseball bat and missing,9816,what is the number,5279,"can't tell, because it's at an angle"
1599,10,547737,a baseball player swinging a baseball bat and missing,35191,is the man wearing a hat,12589,yes the man is wearing a hat
1600,1,26847,a small sidewalk market that is selling fruit and flowers,28293,do you see any people,4754,yes
1600,2,26847,a small sidewalk market that is selling fruit and flowers,1762,how many are there,13982,4
1600,3,26847,a small sidewalk market that is selling fruit and flowers,41010,are they adults,4754,yes
1600,4,26847,a small sidewalk market that is selling fruit and flowers,24953,is it sunny outside,4754,yes
1600,5,26847,a small sidewalk market that is selling fruit and flowers,17694,what kind of fruits are being sold,10696,bananas
1600,6,26847,a small sidewalk market that is selling fruit and flowers,4717,are they yellow or brown,8627,yellow
1600,7,26847,a small sidewalk market that is selling fruit and flowers,6298,can you see many flowers,4754,yes
1600,8,26847,a small sidewalk market that is selling fruit and flowers,17454,what color are the flowers,27299,"yellow, pink, orange"
1600,9,26847,a small sidewalk market that is selling fruit and flowers,8403,do you think they are making good profit,2290,looks like a poor country
1600,10,26847,a small sidewalk market that is selling fruit and flowers,13592,is the market going to close anytime soon,17773,not sure
1601,1,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",13488,can you tell the gender of the person putting feet on the table,27173,it is hard to tell
1601,2,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",45118,is there anyone else in the room,28259,there is only 1 person visible
1601,3,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",44898,is the person barefoot,29918,"no, he she is wearing socks"
1601,4,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",23194,what color is the coffee table,17359,it is woods texture
1601,5,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",9848,what color are the socks the person is wearing,3304,black and white design
1601,6,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",16425,is there anything else on the table besides the remote and controller,2085,"some packaging tapes, bag, water bottle etc"
1601,7,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",40595,are the socks short or long,20720,it is not visible
1601,8,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",18742,is the person wearing pants,4754,yes
1601,9,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",3724,what color is the remote control,8795,silver
1601,10,567778,"a coffee table is in view, someone is putting their feet up on it and there is a tv remote and a controller on the table",14990,can you see the tv,19809,some small part of it
1602,1,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,2784,is the sandwich on a plate,4754,yes
1602,2,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,40734,is the plate on the table,27413,it appears to be
1602,3,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,26034,is there a side dish,15736,no
1602,4,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,24360,are there drinks,15736,no
1602,5,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,28161,is there lettuce,15736,no
1602,6,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,5055,how about tomato,15736,no
1602,7,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,26990,are there any extra things on the plate,15736,no
1602,8,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,2663,are there utensils,15736,no
1602,9,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,3652,is the brown bread toasted,34460,it looks that way
1602,10,74076,an avocado and tuna sandwich on brown crusty bread looks ready for someone to eat,25532,does it look delicious,12014,yes it does
1603,1,508102,the street sign is blue and says little ethiopia,16972,what country is this in,27713,no idea
1603,2,508102,the street sign is blue and says little ethiopia,31421,is the picture in color,4754,yes
1603,3,508102,the street sign is blue and says little ethiopia,36126,can you see anyone,15736,no
1603,4,508102,the street sign is blue and says little ethiopia,27498,can you see a road,5565,no the angle is upward
1603,5,508102,the street sign is blue and says little ethiopia,32265,is the sun out,4754,yes
1603,6,508102,the street sign is blue and says little ethiopia,22225,what is behind the sign,2925,a pole that the sign is attached too
1603,7,508102,the street sign is blue and says little ethiopia,32053,what does it say,9576,little ethiopia
1603,8,508102,the street sign is blue and says little ethiopia,40458,are there any arrows,23561,no arrows
1603,9,508102,the street sign is blue and says little ethiopia,36671,any other metal poles on the side,26566,yes there is 1 to the side back further it is a street light pole
1603,10,508102,the street sign is blue and says little ethiopia,29655,can you see any sewer drains,15736,no
1604,1,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,1104,how old do the girls look,22605,8-10
1604,2,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,37546,are they with their parents,15736,no
1604,3,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,17085,what color is the suitcase,7089,black and brown
1604,4,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,16259,what color are the backpacks,31750,blue and purple
1604,5,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,7540,do they appear to be in a foreign country,15736,no
1604,6,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,39889,are they wearing coats,2215,sweater
1604,7,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,26799,are any of the cars taxis,24610,1
1604,8,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,6841,is the street an urban place,4754,yes
1604,9,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,27866,are the girls asian,15736,no
1604,10,48321,2 girls with many backpacks and a suitcase waiting for someone by the street with cars in the background,13300,are any of the cars suvs,13691,maybe
1605,1,394913,a group of zebras are standing in a large field,44491,how many zebras are there,7941,9
1605,2,394913,a group of zebras are standing in a large field,18813,does it look like they are in a zoo,15736,no
1605,3,394913,a group of zebras are standing in a large field,32946,are the zebras adults or babies,29387,in between
1605,4,394913,a group of zebras are standing in a large field,2368,is there grass on the ground,2964,little bit
1605,5,394913,a group of zebras are standing in a large field,29370,are they eating the grass,29841,some
1605,6,394913,a group of zebras are standing in a large field,21156,is there water nearby,15736,no
1605,7,394913,a group of zebras are standing in a large field,13702,is it a sunny day,15100,kind of
1605,8,394913,a group of zebras are standing in a large field,22149,are there birds in the sky,4886,0
1605,9,394913,a group of zebras are standing in a large field,36570,are there any trees,26667,yes lots
1605,10,394913,a group of zebras are standing in a large field,17853,are there birds in the trees,4886,0
1606,1,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",24501,do you see any people around,15736,no
1606,2,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",37870,do you see any windows,12996,"yes, 1 big 1"
1606,3,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",27578,what age is it,28690,the window don't know
1606,4,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",219,is it day time,4754,yes
1606,5,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",1870,is it sunny,10244,a bit
1606,6,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",18063,do you see any dish around,4754,yes
1606,7,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",22171,do you see any food around,15736,no
1606,8,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",39845,what color are the cabinets,3127,light brown
1606,9,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",15730,what color is the floor,28855,brown
1606,10,285411,"a small, older kitchen with wood floors, yellow walls and cabinets",31635,what is the nearest dish that you can see,295,plate
1607,1,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",31421,is the picture in color,4754,yes
1607,2,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",29386,are the man and woman a couple,17773,not sure
1607,3,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",41375,how old are they,21105,not very old
1607,4,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",28709,is anyone wearing glasses,15736,no
1607,5,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",14400,what color is the woman's hair,28855,brown
1607,6,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",16074,what color is the man's hair,28855,brown
1607,7,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",39889,are they wearing coats,15736,no
1607,8,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",4638,is it warm out,31416,looks like
1607,9,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",12354,is it daytime,4754,yes
1607,10,236753,"a man and a woman sit on the street in front of a large mural painting the painting is bright and has a scarecrow, a pumpkin, and a squash an orange bicycle leans up against a parking meter to the right of the people",195,is it sunny out,4754,yes
1608,1,204372,"a silver, blue and red train traveling toward a mountain area",29816,are there people in the image,15736,no
1608,2,204372,"a silver, blue and red train traveling toward a mountain area",13549,is it snowing in the picture,15736,no
1608,3,204372,"a silver, blue and red train traveling toward a mountain area",41117,what type of weather is it,29674,clear
1608,4,204372,"a silver, blue and red train traveling toward a mountain area",24922,how many train tracks are there,16202,can't really see them
1608,5,204372,"a silver, blue and red train traveling toward a mountain area",31455,are the trains on different tracks,18425,i can only see the 1 train
1608,6,204372,"a silver, blue and red train traveling toward a mountain area",44414,how many mountains are there,11774,i can only see 1
1608,7,204372,"a silver, blue and red train traveling toward a mountain area",14022,is the train near or far from the mountain,4665,pretty close
1608,8,204372,"a silver, blue and red train traveling toward a mountain area",4718,are there any birds flying nearby,15736,no
1608,9,204372,"a silver, blue and red train traveling toward a mountain area",19763,are there trees in the picture,26552,maybe a part of 1 hard to tell
1608,10,204372,"a silver, blue and red train traveling toward a mountain area",25943,what color is the train that you see,24973,silver with small red and blue stripes
1609,1,488909,a man sitting on a motorcycle in the middle of the street,39669,is there more people than the rider,15736,no
1609,2,488909,a man sitting on a motorcycle in the middle of the street,40122,color of the motorcycle,13846,black
1609,3,488909,a man sitting on a motorcycle in the middle of the street,22473,what type building behind him,27133,looks like a store
1609,4,488909,a man sitting on a motorcycle in the middle of the street,6358,is he wearing a helmet,15736,no
1609,5,488909,a man sitting on a motorcycle in the middle of the street,27100,short hair,2861,sort of long
1609,6,488909,a man sitting on a motorcycle in the middle of the street,40144,dark hair,4754,yes
1609,7,488909,a man sitting on a motorcycle in the middle of the street,17241,is he sitting traditionally on the cycle,23503,no resting on it
1609,8,488909,a man sitting on a motorcycle in the middle of the street,11367,what's the mc color,13846,black
1609,9,488909,a man sitting on a motorcycle in the middle of the street,1862,what color is his shirt,6074,brown and green
1609,10,488909,a man sitting on a motorcycle in the middle of the street,43115,wearing a jacket,15736,no
1610,1,465837,a woman in a brown shirt is gasping,28868,is she inside,4754,yes
1610,2,465837,a woman in a brown shirt is gasping,22948,is she sitting down,12159,no she is standing
1610,3,465837,a woman in a brown shirt is gasping,11100,what color is her hair,31509,it is brown
1610,4,465837,a woman in a brown shirt is gasping,13236,what color is her shirt,31607,her shirt is brown
1610,5,465837,a woman in a brown shirt is gasping,42936,is she wearing glasses,22709,no she isn't
1610,6,465837,a woman in a brown shirt is gasping,40212,do you see a table,15736,no
1610,7,465837,a woman in a brown shirt is gasping,36004,are there any other people,23949,0 visible
1610,8,465837,a woman in a brown shirt is gasping,20500,is she drinking,15736,no
1610,9,465837,a woman in a brown shirt is gasping,31835,what color is her sneakers,9938,it doesn't show her shoes
1610,10,465837,a woman in a brown shirt is gasping,12354,is it daytime,865,i can't tell the blinds are closed
1611,1,270006,a plate full of green beans and lamb chop on a table,13852,is the lamb chop well done,4754,yes
1611,2,270006,a plate full of green beans and lamb chop on a table,35051,what color is the plate,26497,it is white
1611,3,270006,a plate full of green beans and lamb chop on a table,21463,what color is the table,28855,brown
1611,4,270006,a plate full of green beans and lamb chop on a table,14711,are there any napkins on the table,28760,not sure i can't see the whole table
1611,5,270006,a plate full of green beans and lamb chop on a table,25653,is there a tablecloth on the table,4754,yes
1611,6,270006,a plate full of green beans and lamb chop on a table,23381,is any silverware visible,4754,yes
1611,7,270006,a plate full of green beans and lamb chop on a table,24428,is there a fork,27641,"yes, 2"
1611,8,270006,a plate full of green beans and lamb chop on a table,16672,are any people visible,15736,no
1611,9,270006,a plate full of green beans and lamb chop on a table,14979,are any other plates on the table,27639,"yes, 1"
1611,10,270006,a plate full of green beans and lamb chop on a table,42754,is any salt on the table,15736,no
1612,1,224171,a man has his mouth wide open eating a hotdog,44649,is he outside,9501,yes he is
1612,2,224171,a man has his mouth wide open eating a hotdog,18652,is he at a food truck or food cart,27443,neither he is sitting down
1612,3,224171,a man has his mouth wide open eating a hotdog,35153,what is on his hotdog,34105,white things so i am guessing onions
1612,4,224171,a man has his mouth wide open eating a hotdog,35498,is he in a park,4754,yes
1612,5,224171,a man has his mouth wide open eating a hotdog,17144,is it a bright day,4754,yes
1612,6,224171,a man has his mouth wide open eating a hotdog,18803,does it look warm or cold,26643,warm
1612,7,224171,a man has his mouth wide open eating a hotdog,18845,has he taken a bite already,4754,yes
1612,8,224171,a man has his mouth wide open eating a hotdog,39958,are there other people eating hotdogs,15736,no
1612,9,224171,a man has his mouth wide open eating a hotdog,29229,does he have a drink,15736,no
1612,10,224171,a man has his mouth wide open eating a hotdog,19100,does it look good,19883,sure i guess so
1613,1,397209,the man appears to be surfing on the water,9367,is the photo in color,4754,yes
1613,2,397209,the man appears to be surfing on the water,16865,is it a professional photo,5937,"no, it looks like a snapshot"
1613,3,397209,the man appears to be surfing on the water,43028,is it well lit,16825,"no, it is darkly colored"
1613,4,397209,the man appears to be surfing on the water,7783,are there any other people visible,31757,yes there are many others
1613,5,397209,the man appears to be surfing on the water,2057,what color is the water,26585,it is a darker greenish brownish color
1613,6,397209,the man appears to be surfing on the water,43584,are there a lot of waves,11279,"no, only 1"
1613,7,397209,the man appears to be surfing on the water,37809,what color is the surfboard,33403,white
1613,8,397209,the man appears to be surfing on the water,24636,are there other people surfing,11279,"no, only 1"
1613,9,397209,the man appears to be surfing on the water,39385,is the sky visible,31396,barely through the trees
1613,10,397209,the man appears to be surfing on the water,18067,is he wearing a shirt,30192,"yes, a wetsuit"
1614,1,537344,a small white building on the corner of a street,25542,is the building a house,5875,no it's a church
1614,2,537344,a small white building on the corner of a street,38040,are there any people,15736,no
1614,3,537344,a small white building on the corner of a street,30740,is the church large,15968,its moderate sized
1614,4,537344,a small white building on the corner of a street,34194,do you see any cars,15736,no
1614,5,537344,a small white building on the corner of a street,7217,are there any street signs,15736,no
1614,6,537344,a small white building on the corner of a street,1870,is it sunny,4754,yes
1614,7,537344,a small white building on the corner of a street,2297,do you see a clock,4754,yes
1614,8,537344,a small white building on the corner of a street,41494,is anything written on the church building,6031,can't really tell
1614,9,537344,a small white building on the corner of a street,14146,what time does the clock show,24218,4 20 i would say not sure though it's hard to tell
1614,10,537344,a small white building on the corner of a street,38510,is it a large street clock,15736,no
1615,1,231318,a motorcycle with a blue gas tank and bow,38040,are there any people,26473,no there are no people
1615,2,231318,a motorcycle with a blue gas tank and bow,30291,what color is the motorcycle,8220,it is blue and some black
1615,3,231318,a motorcycle with a blue gas tank and bow,25728,what else is in the image,29806,there is only a motorcycle
1615,4,231318,a motorcycle with a blue gas tank and bow,24237,what color is the bow,16688,the bow is blue
1615,5,231318,a motorcycle with a blue gas tank and bow,42331,how big is the bow,6099,"it is small, and on the front of the motorcycle"
1615,6,231318,a motorcycle with a blue gas tank and bow,15680,does it look like a new motorcycle,34003,no it is a older motorcycle
1615,7,231318,a motorcycle with a blue gas tank and bow,30476,does it have a brand name on it,11531,"yes it does, it is a yamaha"
1615,8,231318,a motorcycle with a blue gas tank and bow,12514,what color is the writing,18878,it is silver with a black background
1615,9,231318,a motorcycle with a blue gas tank and bow,9904,is there a kickstand holding up the motorcycle,2812,"i would assume so, i cannot see the lower half, but it is propped up"
1615,10,231318,a motorcycle with a blue gas tank and bow,44673,is it a big motorcycle,32735,"it is not very big, seems on the smaller side"
1616,1,84790,a white plate of vegetables is on a counter top,12426,is this picture in color,4754,yes
1616,2,84790,a white plate of vegetables is on a counter top,29989,is this inside,4754,yes
1616,3,84790,a white plate of vegetables is on a counter top,34059,any people,15736,no
1616,4,84790,a white plate of vegetables is on a counter top,22118,is this a restaurant,17773,not sure
1616,5,84790,a white plate of vegetables is on a counter top,18625,what kind of vegetables,11631,fruits
1616,6,84790,a white plate of vegetables is on a counter top,22430,any knives,4754,yes
1616,7,84790,a white plate of vegetables is on a counter top,3702,is the plate glass,15736,no
1616,8,84790,a white plate of vegetables is on a counter top,36696,what color are the knives,13846,black
1616,9,84790,a white plate of vegetables is on a counter top,18286,do the vegetables look good,2350,yes attractive
1616,10,84790,a white plate of vegetables is on a counter top,2116,do the knives look sharp,17773,not sure
1617,1,504759,a lady with blonde hair waits outside the red royal mail van,38661,what color is the van,34485,it is red
1617,2,504759,a lady with blonde hair waits outside the red royal mail van,30369,is she a postal carrier,29970,the van is the people do not seem to be
1617,3,504759,a lady with blonde hair waits outside the red royal mail van,34844,is she walking or actually waiting,10748,both seem to be waiting
1617,4,504759,a lady with blonde hair waits outside the red royal mail van,3279,how old is she,22352,they have their backs turned
1617,5,504759,a lady with blonde hair waits outside the red royal mail van,42930,is the other person a lady,7223,they both seem to be female
1617,6,504759,a lady with blonde hair waits outside the red royal mail van,31093,are the 2 people together,6008,"there is no way to tell, but they wait together"
